key,category,chapter,severity,issues,question_text,correct_answer,solution_steps
qa-3529,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,What is the length of the train?,D,"Let the length of the train be x metres and its speed be y m/sec. From I, we have : 280x y + = 18 ...( i) From II, we have: x y = 10.5 ...(ii) From III, we have: y = 96 kmph = 5 8096 m/sec = m/sec18 3 × ...( iii) Clearly, the value of x can be found by solving any two equations out of ( i), ( ii) and ( iii) simulaneously. So, any two of the three give the answer. \ The correct answer is ( d)."
qa-3530,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,What is the speed of train?,D,"Let the length of the train be x metres and its speed be y m/sec. From I, we have: x y = 20 ...(i) From II, we have: y = 260 33 x + ...( ii) From III, we have: y = 2 or 2040 xx y = ...( iii) Thus, the value of y can be found by solving ( ii) with either ( i) or ( iii) simultaneously. \ II and either I or III together give the answer. Hence, the correct answer is ( d)."
qa-3531,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,How much time will the train A take to cross an - other train B running in opposite direction? I. Train A crosses a signal pole in 6 seconds. II. Ratio of the speeds of trains A and B is 3 : 2. III. Length of the two trains together is 500 metres.,E,"II. Let the speeds of A and B be 3x m / sec and 2x m / sec. I. Length of train A = (3x × 6) m = 18 x metres. III. Length of train B = (500 – 18 x) m. Relative speed = (3x + 2 x) m / sec = 5 x m / sec. Time taken A to cross B = Sum of their lengths 500 sec.Relative speed 5 x= Thus, even with the information in all the three statements, question cannot be answered. \ Correct answer is ( e)."
qa-3532,Arithmetical Ability,Problems on Trains,review,raw_backslash_separator,What is the length of a running train P crossing another running train Q? I. These two trains take 18 seconds to cross each other. II. These trains are running in opposite directions. III. The length of train Q is 180 metres.,E,"Let the length of train P be x metres. II. These trains are running in opposite directions. III. Length of train Q is 180 m. I. Time taken by P to cross Q = +(180 ) Relative speed x + | = (180 )18 .Relative speed x Thus, even with I, II and III, the answer cannot be obtained. \ Correct answer is ( e)."
qa-3533,Arithmetical Ability,Problems on Trains,critical,repeated_operator_fragment; raw_backslash_separator,At what time will the train reach city X from city Y? I. The train crosses another train of equal length of 200 metres and running in opposite direction in 15 seconds. II. The train leaves city Y at 7.15 a.m. for city X situated at a distance of 558 km. III. The 200 metre long train crosses a signal pole in 10 seconds.,A,"III. gives, speed = =200 m/s 20 m/s10 =× = 1820 km/hr 72 km/hr.5 t II. gives, time taken = 558 31 3hrs hrs 7 hrs 7 hrs 45 min.72 4 4 == = So, the train will reach city X at 3 p.m. Hence, I is redundant. \ Correct answer is ( a). 21 Alligation or Mixture 633 IMPORTANT FACTS AND FORMULAE I. Alligation: It is the rule that enables us to find the ratio in which two or more ingredients at the given price must be mixed to produce a mixture of a desired price. II. Mean Price: The cost price of a unit quantity of the mixture is called the mean price. III. Rule of Alligation: If two ingredients are mixed, then Quantity of cheaper (C.P. of dearer) – (Mean pri ce)=.Quantity of dearer (Mean price) – (C.P. of cheap er) We present as under : | (Cheaper quantity) : (Dearer quantity) = (d – m) : ( m – c). IV. Suppose a container contains x units of liquid from which y units are taken out and replaced by water. After n operations, the quantity of pure liquid = 1– nyx x units. SOLVED EXAMPLES Ex. 1. In what ratio must rice at ₹ 9.30 per kg be mixed with rice at ₹ 10.80 per kg so that the mixture be worth ₹ 10 per kg ? Sol. By the rule of alligation, we have : | Required ratio = 80 : 70 = 8 : 7. Ex. 2. How much water must be added to 60 litres of milk at 11 2 litres for ₹ 20 so as to have a mixture worth ₹ 210 3 a litre ? Sol. C.P. of 1 litre of milk = ₹ 2 4020 .33 ×= ₹ 0 Mean price 40 3 32 3 8 3= 32 3 32 3–0 = 40 3 32 3₹ C.P. of 1 litre of water C.P. of 1 litre of milk ₹ – Ratio of water and milk 8 32: 8 : 32 1 : 4.33= == | Quantity of water to be ..."
qa-3534,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,"In what ratio must a grocer mix two varieties of pulses costing ₹ 15 and ₹ 20 per kg respectively so as to get a mixture worth ₹ 16.50 per kg ? (R.R.B., 2008)",C,
qa-3535,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,Find the ratio in which rice at ₹ 7.20 a kg be mixed with rice at ₹ 5.70 a kg to produce a mixture worth ₹ 6.30 a kg.,B,
qa-3536,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,In what ratio must tea at ₹ 62 per kg be mixed with tea at ₹ 72 per kg so that the mixture must be worth ₹ 64.50 per kg ?,A,
qa-3537,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,In what ratio must water be mixed with milk costing ₹ 12 per litre to obtain a mixture worth of ₹ 8 per litre ?,A,
qa-3538,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,"The cost of Type 1 rice is ₹ 15 per kg and Type 2 rice is ₹ 20 per kg. If both Type 1 and Type 2 are mixed in the ratio of 2 : 3, then the price per kg of the mixed variety of rice is",A,
qa-3539,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,In what ratio must a grocer mix two varieties of tea worth ₹ 60 a kg and ₹ 65 a kg so that by selling the mixture at ₹ 68.20 a kg he may gain 10%?,A,
qa-3540,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,How many kilograms of sugar costing ₹ 9 per kg must be mixed with 27 kg of sugar costing ₹ 7 per kg so that there may be a gain of 10% by selling the mixture at ₹ 9.24 per kg ?,D,
qa-3541,Arithmetical Ability,Alligation or Mixture,review,missing_solution_steps,In what ratio must water be mixed with milk to gain 216 %3 on selling the mixture at cost price ?,A,
qa-3544,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,"Two vessels A and B contain milk and water mixed in the ratio 8 : 5 and 5 : 2 respectively. The ratio in which these two mixtures be mixed to get a new mixture containing 369 %13 milk, is",A,"Let cost of 1 litre milk be ₹ 1. Milk in 1 litre mix. in 8A = litre,13 C.P. of 1 litre mix. in 8A= . 13₹ Milk in 1 litre mix. in 5B = litre,7 C.P. of 1 litre mix. in 5B= . 7₹ Milk in 1 litre of final mix. 900 1 9= × ×1 = litre;13 100 13 Mean price 9=. 13₹ By the rule of alligation, we have : C.P. of 1 litre mixture in A C.P. of 1 litre mixture in B Mean price 1 13 2 91 9 13 5 7 8 13 | Required ratio 21= : = 2 : 7.91 13"
qa-3545,Arithmetical Ability,Alligation or Mixture,critical,detached_digit_array,A milk vendor has 2 cans of milk. The first contains 25% water and the rest milk. The second contains 50% water. How much milk should he mix from each of the containers so as to get 12 litres of milk such that the ratio of water to milk is 3 : 5 ?,B,"Let cost of 1 litre milk be ₹ 1. Milk in 1 litre mix. in 1st can 3= litre,4 C.P. of 1 litre mix. in 1st can 3=. 4₹ Milk in 1 litre mix. in 2nd can 1= litre,2 C.P. of 1 litre mix. in 2nd can 1=. 2₹ Milk in 1 litre of final mix. 5= litre,8 Mean price = 5 .8₹ By the rule of alligation, we have : C.P. of 1 litre mixture in 1st can C.P. of 1 litre mixture in 2nd can 1 2 3 4 1 8 1 8 Mean price 5 8 | Ratio of two mixtures 11= : = 1 : 1.88 So, quantity of mixture taken from each can 1= ×12 = 6 litres.2"
qa-3550,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,A container contains 40 litres of milk. From this con- tainer 4 litres of milk was taken out and replaced by water. This process was repeated further two times. How much milk is now contained by the container ?,D,Amount of milk left after 3 operations 34= 40 1 – litres40 999= 40 × × × = 29.16 litres.10 10 10
qa-3552,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,"A can contains a mixture of two liquids A and B in the ratio 7 : 5. When 9 litres of mixture are drawn off and the can is filled with B, the ratio of A and B becomes 7 : 9. How many litres of liquid A was contained by the can initially?",C,"Suppose the can initially contains 7 x and 5 x litres of mixtures A and B respectively. Quantity of A in mixture left 7 217 – 9 litres 7 – litres.12 4xx =×= Quantity of B in mixture left 5 155 – 9 litres 5 – litres.12 4xx =×= | = | = ++ 217– 28 – 21774 15 9 20 21 95– 9 4 x x xx | =+252 – 189 140 147xx | 112 x = 336 | x = 3. So, the can contained 21 litres of A."
qa-3553,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,"A vessel is filled with liquid, 3 parts of which are water and 5 parts syrup. How much of the mixture must be drawn off and replaced with water so that the mixture may be half water and half syrup ?",C,"Suppose the vessel initially contains 8 litres of liquid. Let x litres of this liquid be replaced with water. Quantity of water in new mixture 33 – litres.8 x x =+ Quantity of syrup in new mixture 55 – litres.8 x = | +=353– 5–88 xx x | +=5 24 40 – 5xx | = | = 810 16 . 5xx So, part of the mixture replaced 81 1 .58 5 =×="
qa-3554,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,"A milkman mixed some water with milk to gain 25% by selling the mixture at the cost price. The ratio of water and milk is respectively. [SSC—CHSL (10+2) Exam, 2015]",D,C.P. of 1 litres of milk = ₹ 100 | Mixture sold for ₹ 125 ==125 5 100 4 liters | Quantity of mixture = 5 4 liters | Quantity of milk = 1 liters | Quantity of water = 51 144−= liters | Required ratio = 1 :14 = 1 : 4
qa-3555,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,"20 litres of a mixture contains milk and water in the ratio 3 : 1. Then the amount of milk to be added to the mixture so as to have milk and water in ratio 4 : 1 is [SSC—CHSL (10+2) Exam, 2015]",C,"In 20 litres of mixture. Quantity of Milk | 3 20 154 ×= liters Quantity of Water | 1 20 54 ×= liters Let the quantity of milk added be x liters. According to the question, 15 4 51 x+ = | 15 + x = 4 × 5 | x = 20 – 15 = 5 liters"
qa-3556,Arithmetical Ability,Alligation or Mixture,critical,detached_digit_array,"A vessel contains a mixture of Grape, Pineapple and Banana juices in the respective ratio of 4 : 6 : 5. 15 litres of this mixture is taken out and 8 litres of grape juice and 2 litres of pineapple juice is added to the vessel. If the resultant quantity of grape juice is 10 litres less than the resultant quantity of grape juice is 10 litres less than the resultant quantity of pineapple juice. What was the initial quantity of mixture in the vessel? (in litres) [IBPS—Bank PO/MT (Pre.) Exam, 2015]",D,"Let quantity of grape, pineapple and banana juice in the mixture be 4 x, 6 x and 5 x respectively Total initial quantity of juice in the vessel = 4x + 6x + 5x = 15 x liters In 15 liters of juice, Grape’s juice = 4 liters Pineapple’s juice = 6 liters Banana’s juice = 5 liters Resultant quantity of grape juice is 10 liters less than the resultant quantity of pineapple juice. | ( ) ( )6 6 2 4 4 8 10xx−+ − −+ = | 64 44 1 0xx−− −= | 2 8 10x −= | 2 10 8 18x = += | x = 9 | Initial quantity of mixture = 15 x = 15 × 9 = 135 liters"
qa-3557,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,"The respective ratio of milk and water in the mixture is 4 : 3 respectively. If 6 Litres of water is added to this mixture, the respective ratio of milk and water becomes 8 : 7. What is the quantity of milk in the original mixture? [IBPS—RRB Office Assistant (Online) Exam, 2015]",D,"Let the quantity of milk and water in initial mixture be 4x and 3 x liters. Quantity of water = 3 x liters On adding 6 liters of water, we get 48 3 67 x x =+ | 28 x = 24 x + 48 | 28 x – 24 x = 48 | 4x = 48 | 48 124x == | Required quantity of milk = 4 x = 4 × 12 = 48 liters."
qa-3558,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment,"35 kg of type A sandal powder, which costs ₹ 614 per kg, was mixed with a certain amount of type B sandal powder, which costs ₹ 695 per kg. then the mixture was sold at the rate of ₹ 767 per kg and 18% profit was earned. What was the amount (in kg) of type B sandal powder in the mixture? [IBPS—Bank Spl. Officer (IT) Exam, 2015]",B,Cost price of mixture = ( ) Sale price 100100 gain% ×=+ 767 100 650118 ×= ₹ By using allegation method: Sandal Powder Sandal Powder Type A Type B 614 695 650 695 – 650 = 45 650 – 614 = 36 Ratio = 5 : 4 | Quantity of A type of sandal is 35 kg | 5x = 35 kg | x = 7 kg Thus B type sandal = 7 × 4 = 28 kg
qa-3559,Arithmetical Ability,Alligation or Mixture,critical,repeated_operator_fragment; concatenated_formula_numbers,"How many liters of water should be added to a 30 litre mixture of milk and water containing milk and water in the ratio of 7 : 3 such that the resultant mixture has 40% water in it? [SSC—Junior Associates (Pre.) Exam, 2016]",A,"Total quantity of mixture = 30 litres Quantity Milk in the mixture = 7 3073 ×+ litre = 21 litres and quantity water in the mixture = 3 3073 ×+ litre = 9 litres Let water to be mixed ‘ a’ litre Then ( ) 4030 9100aa+ × =+ or 120 + 4 a = 90 + 10 a or 120 – 90 = 10 a – 4 a 30 = 6 a | a = 5 Hence, 5 litres water mixed in the mixture. IMPORTANT FACTS AND FORMULAE I. Principal: The money borrowed or lent out for a certain period is called the principal or the sum. II. Interest: Extra money paid for using other’s money is called interest. III. Simple Interest (S.I.): If the interest on a sum borrowed for a certain period is reckoned uniformly, then it is called simple interest. Let Principal = P, Rate = R% per annum (p.a.) and Time = T years. Then, ( i) S.I. = PRT .100 ×× ( ii) P = ×× × == ×× × 100 . . 100 . . 100 . .; and .SI SI SIRTRT PT PR SOLVED EXAMPLES Ex. 1. Find the simple interest on ₹ 68000 at 3 16 %2 per annum for 9 months. Sol. P = ₹ 68000, R = ==50 9 3% p.a. and years years.3 12 4T | S.I. = 50 3 168000 8500.100 3 4 100 PRT×× = × ×× = ₹₹ Ex. 2. Find the simple interest on ₹ 3000 at 16%4 per annum for the period from 4th Feb. , 2009 to 18th April , 2009. Sol. Time = (24 + 31 + 18) days = 73 days = 73 1year year.365 5 = P = ₹ 3000 and 1 256 % p.a. % p.a.44R == | S.I. = 25 1 13000 37.50.4 5 100 × ×× = ₹₹ Remark : The day on which money is deposited is not counted while the day on which money is withdrawn is counted. Ex. 3. A sum at simple interest at 113 %2 per annum amounts to ₹ 2502.50 after 4 years. Find the sum. Sol. ..."
